# wavelength_um flux err
2.225626468658447266e+00 1.048256635665893555e+00 1.349686179310083389e-02
2.225645542144775391e+00 1.119143605232238770e+00 1.764667034149169922e-02
2.225664615631103516e+00 1.109791636466979980e+00 2.807990089058876038e-02
2.225683927536010742e+00 1.134355902671813965e+00 2.376225031912326813e-02
2.225703001022338867e+00 1.172952532768249512e+00 2.141879498958587646e-02
2.225722074508666992e+00 1.158184647560119629e+00 2.311257459223270416e-02
2.225741386413574219e+00 1.114618897438049316e+00 1.432401221245527267e-02
2.225760459899902344e+00 1.028937816619873047e+00 1.941496133804321289e-02
2.225779294967651367e+00 1.053526878356933594e+00 2.073227800428867340e-02
2.225798606872558594e+00 9.617660641670227051e-01 1.879318244755268097e-02
2.225817680358886719e+00 7.961081266403198242e-01 2.232912182807922363e-02
2.225836753845214844e+00 8.611063957214355469e-01 1.828172244131565094e-02
2.225856065750122070e+00 8.917208909988403320e-01 1.861419901251792908e-02
2.225875139236450195e+00 1.058576822280883789e+00 1.683646254241466522e-02
2.225894212722778320e+00 1.106809616088867188e+00 2.338085696101188660e-02
2.225913286209106445e+00 1.102342247962951660e+00 2.262295782566070557e-02
2.225932359695434570e+00 1.126795887947082520e+00 1.962984725832939148e-02
2.225951433181762695e+00 1.100842952728271484e+00 2.401669882237911224e-02
2.225970506668090820e+00 1.045891523361206055e+00 2.223747223615646362e-02
2.225989818572998047e+00 1.079480409622192383e+00 1.801576092839241028e-02
2.226008892059326172e+00 1.064093828201293945e+00 2.080502547323703766e-02
2.226027965545654297e+00 1.061439752578735352e+00 2.354372479021549225e-02
2.226047039031982422e+00 9.970497488975524902e-01 1.700171455740928650e-02
2.226066350936889648e+00 8.765017986297607422e-01 1.443507708609104156e-02
2.226085424423217773e+00 8.330393433570861816e-01 1.810823567211627960e-02
2.226104259490966797e+00 8.653674125671386719e-01 2.093143202364444733e-02
2.226123332977294922e+00 8.200020194053649902e-01 2.086158841848373413e-02
2.226142644882202148e+00 9.110395312309265137e-01 1.819730363786220551e-02
2.226161718368530273e+00 1.014279365539550781e+00 2.845140546560287476e-02
2.226180791854858398e+00 1.051553249359130859e+00 1.997982896864414215e-02
2.226199865341186523e+00 1.044273138046264648e+00 2.485104091465473175e-02
2.226218938827514648e+00 1.010393619537353516e+00 1.482783444225788116e-02
2.226238250732421875e+00 9.811232089996337891e-01 1.972853578627109528e-02
2.226257085800170898e+00 9.566348195075988770e-01 1.687816902995109558e-02
2.226276159286499023e+00 8.893365263938903809e-01 1.347118895500898361e-02
2.226295232772827148e+00 8.220055103302001953e-01 1.983648724853992462e-02
2.226314544677734375e+00 8.673014044761657715e-01 1.699056848883628845e-02
2.226333618164062500e+00 9.525938630104064941e-01 1.770228892564773560e-02
2.226352691650390625e+00 1.005944013595581055e+00 1.878626458346843719e-02
2.226371765136718750e+00 1.054045081138610840e+00 2.040576003491878510e-02
2.226390838623046875e+00 1.040529251098632812e+00 1.962533406913280487e-02
2.226409673690795898e+00 1.053797006607055664e+00 1.579888723790645599e-02
2.226428985595703125e+00 1.088196635246276855e+00 1.901060529053211212e-02
2.226448059082031250e+00 1.074119567871093750e+00 2.621582336723804474e-02
2.226467132568359375e+00 1.001908540725708008e+00 1.991347409784793854e-02
2.226486206054687500e+00 9.701193571090698242e-01 2.292963676154613495e-02
2.226505279541015625e+00 9.447450637817382812e-01 1.991311833262443542e-02
2.226524353027343750e+00 9.991100430488586426e-01 2.371616475284099579e-02
2.226543664932250977e+00 1.017558574676513672e+00 1.832959800958633423e-02
2.226562500000000000e+00 1.011245846748352051e+00 2.081109024584293365e-02
2.226581573486328125e+00 1.069189190864562988e+00 1.558995526283979416e-02
2.226600646972656250e+00 1.023859620094299316e+00 1.579008996486663818e-02
2.226619720458984375e+00 9.350567460060119629e-01 2.118468843400478363e-02
2.226638793945312500e+00 8.634783029556274414e-01 2.404431439936161041e-02
2.226657867431640625e+00 9.392778277397155762e-01 2.243274636566638947e-02
2.226677179336547852e+00 9.963230490684509277e-01 2.050156146287918091e-02
2.226696252822875977e+00 9.827132821083068848e-01 1.788751408457756042e-02
2.226715087890625000e+00 9.312468767166137695e-01 2.325375005602836609e-02
2.226734161376953125e+00 9.324942231178283691e-01 1.707828789949417114e-02
2.226753234863281250e+00 9.844333529472351074e-01 3.083949163556098938e-02
2.226772308349609375e+00 1.027894735336303711e+00 2.102713473141193390e-02
2.226791381835937500e+00 1.092556357383728027e+00 1.751613803207874298e-02
2.226810455322265625e+00 1.146767377853393555e+00 1.933804340660572052e-02
2.226829528808593750e+00 1.022189855575561523e+00 1.594766229391098022e-02
2.226848602294921875e+00 1.040242075920104980e+00 2.232064120471477509e-02
2.226867675781250000e+00 1.067495346069335938e+00 2.349686250090599060e-02
2.226886749267578125e+00 1.063149571418762207e+00 1.951481401920318604e-02
2.226905822753906250e+00 1.044551849365234375e+00 1.657274551689624786e-02
2.226924896240234375e+00 1.045969247817993164e+00 1.841674931347370148e-02
2.226943969726562500e+00 9.812741875648498535e-01 9.859907440841197968e-03
2.226963043212890625e+00 1.068622589111328125e+00 1.701064221560955048e-02
2.226982116699218750e+00 1.065204143524169922e+00 1.551840826869010925e-02
2.227001190185546875e+00 1.001882195472717285e+00 1.563330739736557007e-02
2.227020025253295898e+00 9.624837040901184082e-01 1.696288585662841797e-02
2.227039098739624023e+00 9.743562936782836914e-01 2.026877552270889282e-02
2.227058172225952148e+00 9.683572053909301758e-01 2.478617057204246521e-02
2.227077245712280273e+00 9.579900503158569336e-01 2.415767684578895569e-02
2.227096319198608398e+00 1.000363945960998535e+00 1.289783790707588196e-02
2.227115392684936523e+00 9.385604858398437500e-01 1.594104804098606110e-02
2.227134466171264648e+00 8.373391628265380859e-01 2.120926789939403534e-02
2.227153539657592773e+00 7.978991866111755371e-01 1.322147436439990997e-02
2.227172374725341797e+00 8.776906132698059082e-01 2.359676733613014221e-02
2.227191448211669922e+00 9.194620847702026367e-01 1.739063486456871033e-02
2.227210521697998047e+00 8.266741633415222168e-01 2.151439338922500610e-02
2.227229595184326172e+00 7.456030845642089844e-01 2.816285192966461182e-02
2.227248668670654297e+00 6.841698288917541504e-01 1.218892261385917664e-02
2.227267742156982422e+00 8.410148024559020996e-01 1.032186858355998993e-02
2.227286815643310547e+00 9.646463990211486816e-01 1.538513042032718658e-02
2.227305650711059570e+00 9.444885849952697754e-01 2.344337850809097290e-02
2.227324724197387695e+00 9.086602330207824707e-01 2.482616342604160309e-02
2.227343797683715820e+00 9.533735513687133789e-01 2.416997775435447693e-02
2.227362871170043945e+00 1.061403989791870117e+00 1.758538372814655304e-02
2.227381944656372070e+00 1.093005537986755371e+00 2.134676277637481689e-02
2.227401018142700195e+00 1.071715831756591797e+00 1.935776509344577789e-02
2.227420091629028320e+00 1.005366206169128418e+00 2.200523018836975098e-02
2.227439165115356445e+00 9.630286097526550293e-01 2.424538694322109222e-02
2.227458000183105469e+00 9.595556259155273438e-01 2.441476657986640930e-02
2.227477073669433594e+00 8.729898929595947266e-01 1.944522932171821594e-02
2.227496147155761719e+00 8.717043995857238770e-01 1.857654936611652374e-02
2.227515220642089844e+00 9.471986293792724609e-01 2.250873856246471405e-02
2.227534294128417969e+00 9.634048938751220703e-01 2.067786641418933868e-02
2.227553367614746094e+00 9.710546731948852539e-01 1.584179513156414032e-02
2.227572202682495117e+00 1.052550792694091797e+00 1.834688894450664520e-02
2.227591276168823242e+00 1.000400662422180176e+00 1.419853791594505310e-02
2.227610111236572266e+00 9.931064844131469727e-01 1.725871302187442780e-02
2.227629184722900391e+00 9.887285828590393066e-01 2.486957795917987823e-02
2.227648258209228516e+00 9.967671632766723633e-01 2.566242404282093048e-02
2.227667331695556641e+00 9.820814728736877441e-01 1.589661650359630585e-02
2.227686405181884766e+00 9.899046421051025391e-01 1.906690187752246857e-02
2.227705478668212891e+00 1.004380583763122559e+00 1.616073772311210632e-02
2.227724552154541016e+00 9.395095109939575195e-01 2.071985788643360138e-02
2.227743625640869141e+00 9.366676211357116699e-01 1.887029409408569336e-02
2.227762222290039062e+00 9.709061980247497559e-01 1.426598150283098221e-02
2.227781295776367188e+00 9.692485928535461426e-01 1.884264685213565826e-02
2.227800369262695312e+00 9.216292500495910645e-01 1.899651624262332916e-02
2.227819442749023438e+00 8.189246058464050293e-01 1.785499788820743561e-02
2.227838516235351562e+00 8.491109013557434082e-01 1.579901389777660370e-02
2.227857589721679688e+00 9.107398390769958496e-01 1.768960803747177124e-02
2.227876663208007812e+00 9.208874106407165527e-01 1.228263787925243378e-02
2.227895498275756836e+00 1.000675916671752930e+00 1.774622499942779541e-02
2.227914333343505859e+00 1.035364985466003418e+00 2.410634793341159821e-02
2.227933406829833984e+00 1.079761147499084473e+00 2.109931595623493195e-02
2.227952480316162109e+00 1.024856448173522949e+00 1.653415709733963013e-02
2.227971553802490234e+00 9.873129725456237793e-01 1.917681284248828888e-02
2.227990627288818359e+00 9.519523978233337402e-01 2.140364050865173340e-02
2.228009700775146484e+00 9.191567301750183105e-01 1.583885401487350464e-02
2.228028535842895508e+00 8.875831961631774902e-01 1.355184894055128098e-02
2.228047370910644531e+00 9.340470433235168457e-01 1.340692397207021713e-02
2.228066444396972656e+00 9.970222115516662598e-01 1.579287089407444000e-02
2.228085517883300781e+00 1.024512171745300293e+00 2.351173572242259979e-02
2.228104591369628906e+00 1.030882239341735840e+00 1.628107577562332153e-02
2.228123426437377930e+00 9.566286802291870117e-01 1.652948558330535889e-02
2.228142499923706055e+00 9.906119704246520996e-01 1.386594306677579880e-02
2.228161573410034180e+00 1.062856316566467285e+00 1.675044000148773193e-02
2.228180408477783203e+00 1.067211627960205078e+00 1.852457225322723389e-02
2.228199481964111328e+00 1.045160412788391113e+00 1.481991447508335114e-02
2.228218317031860352e+00 1.029715895652770996e+00 2.160427719354629517e-02
2.228237390518188477e+00 9.733710289001464844e-01 1.883697882294654846e-02
2.228256464004516602e+00 9.240472316741943359e-01 2.020250819623470306e-02
2.228275537490844727e+00 9.489923715591430664e-01 1.840388774871826172e-02
2.228294372558593750e+00 9.643631577491760254e-01 2.429033443331718445e-02
2.228313446044921875e+00 9.556666016578674316e-01 1.552402414381504059e-02
2.228332281112670898e+00 9.353919029235839844e-01 1.657499745488166809e-02
2.228351354598999023e+00 8.998512029647827148e-01 1.759382523596286774e-02
2.228370189666748047e+00 7.776494622230529785e-01 1.144065428525209427e-02
2.228389263153076172e+00 7.254310846328735352e-01 2.041452564299106598e-02
2.228408336639404297e+00 8.366193175315856934e-01 2.595901116728782654e-02
2.228427410125732422e+00 9.579283595085144043e-01 2.074983343482017517e-02
2.228446245193481445e+00 1.027232527732849121e+00 2.456855587661266327e-02
2.228465080261230469e+00 1.015253543853759766e+00 1.704729348421096802e-02
2.228484153747558594e+00 9.841445684432983398e-01 1.526025868952274323e-02
2.228503227233886719e+00 9.526553750038146973e-01 2.194269187748432159e-02
2.228522062301635742e+00 9.071511030197143555e-01 2.338787168264389038e-02
2.228541135787963867e+00 8.926126956939697266e-01 1.701142638921737671e-02
2.228560209274291992e+00 8.179778456687927246e-01 2.523437514901161194e-02
2.228579044342041016e+00 7.202751040458679199e-01 1.558849867433309555e-02
2.228598117828369141e+00 7.323911786079406738e-01 2.029163576662540436e-02
2.228616952896118164e+00 8.218318223953247070e-01 1.688725315034389496e-02
2.228635787963867188e+00 9.306270480155944824e-01 1.583354920148849487e-02
2.228654861450195312e+00 9.589194059371948242e-01 1.701973751187324524e-02
2.228673934936523438e+00 9.045436978340148926e-01 1.999932900071144104e-02
2.228692770004272461e+00 9.035765528678894043e-01 2.438159659504890442e-02
2.228711843490600586e+00 8.737483620643615723e-01 1.491565443575382233e-02
2.228730916976928711e+00 8.727540373802185059e-01 1.820430718362331390e-02
2.228749513626098633e+00 9.484442472457885742e-01 1.881081424653530121e-02
2.228768587112426758e+00 9.815266728401184082e-01 2.235746569931507111e-02
2.228787660598754883e+00 1.006292819976806641e+00 2.989023178815841675e-02
2.228806495666503906e+00 9.608663320541381836e-01 1.796028763055801392e-02
2.228825569152832031e+00 1.006178021430969238e+00 1.504509244114160538e-02
2.228844642639160156e+00 1.007265210151672363e+00 1.438235212117433548e-02
2.228863477706909180e+00 9.807620644569396973e-01 2.025273628532886505e-02
2.228882312774658203e+00 9.534790515899658203e-01 1.600955426692962646e-02
2.228901386260986328e+00 9.727403521537780762e-01 2.161137945950031281e-02
2.228920221328735352e+00 9.716355204582214355e-01 1.856439933180809021e-02
2.228939294815063477e+00 1.068570733070373535e+00 2.424098737537860870e-02
2.228958129882812500e+00 1.145490884780883789e+00 2.189980633556842804e-02
2.228977203369140625e+00 1.084881424903869629e+00 1.803884655237197876e-02
2.228996276855468750e+00 1.048123121261596680e+00 1.510617882013320923e-02
2.229015111923217773e+00 1.046238422393798828e+00 1.417070720344781876e-02
2.229033946990966797e+00 1.039350509643554688e+00 1.688331738114356995e-02
2.229052782058715820e+00 1.069038867950439453e+00 1.746608316898345947e-02
2.229071855545043945e+00 1.041091799736022949e+00 1.689660362899303436e-02
2.229090929031372070e+00 1.082010865211486816e+00 1.589138619601726532e-02
2.229109764099121094e+00 1.073520898818969727e+00 1.216764934360980988e-02
2.229128837585449219e+00 1.067016363143920898e+00 1.581264287233352661e-02
2.229147672653198242e+00 1.080069303512573242e+00 1.738267205655574799e-02
2.229166507720947266e+00 1.071546554565429688e+00 1.937378197908401489e-02
2.229185342788696289e+00 1.094006299972534180e+00 2.157226018607616425e-02
2.229204416275024414e+00 1.043000221252441406e+00 1.944194175302982330e-02
2.229223489761352539e+00 1.035904407501220703e+00 1.845299266278743744e-02
2.229242324829101562e+00 9.556322693824768066e-01 1.883808150887489319e-02
2.229261398315429688e+00 9.595861434936523438e-01 2.081706188619136810e-02
2.229280233383178711e+00 1.039750099182128906e+00 2.105156518518924713e-02
2.229299068450927734e+00 1.055715680122375488e+00 1.345610991120338440e-02
2.229317903518676758e+00 1.045915365219116211e+00 1.875057816505432129e-02
2.229336977005004883e+00 1.073720097541809082e+00 2.312659472227096558e-02
2.229355812072753906e+00 1.034658312797546387e+00 1.739512756466865540e-02
2.229374885559082031e+00 9.900066256523132324e-01 1.459706854075193405e-02
2.229393720626831055e+00 9.452959299087524414e-01 1.888852566480636597e-02
2.229412794113159180e+00 8.911815881729125977e-01 1.955130510032176971e-02
2.229431390762329102e+00 9.480667710304260254e-01 1.653011702001094818e-02
2.229450464248657227e+00 9.114855527877807617e-01 1.252279710024595261e-02
2.229469299316406250e+00 9.573183059692382812e-01 1.789861731231212616e-02
2.229488372802734375e+00 1.030917167663574219e+00 1.440170500427484512e-02
2.229507207870483398e+00 1.057012796401977539e+00 1.489310991019010544e-02
2.229526281356811523e+00 1.059417009353637695e+00 1.733676344156265259e-02
2.229545116424560547e+00 1.040309429168701172e+00 2.223799005150794983e-02
2.229564189910888672e+00 1.003352761268615723e+00 1.646226644515991211e-02
2.229582786560058594e+00 9.891875386238098145e-01 1.782160438597202301e-02
2.229601860046386719e+00 1.030236124992370605e+00 2.054500021040439606e-02
2.229620695114135742e+00 1.072333097457885742e+00 2.145794034004211426e-02
2.229639768600463867e+00 1.009134650230407715e+00 2.471343614161014557e-02
2.229658603668212891e+00 9.306212663650512695e-01 2.012244798243045807e-02
2.229677677154541016e+00 8.591910004615783691e-01 1.555490493774414062e-02
2.229696512222290039e+00 9.073627591133117676e-01 2.074521221220493317e-02
2.229715347290039062e+00 9.636118412017822266e-01 1.915425620973110199e-02
2.229734182357788086e+00 9.763952493667602539e-01 2.175769023597240448e-02
2.229753017425537109e+00 1.008357048034667969e+00 1.486077066510915756e-02
2.229772090911865234e+00 9.569019079208374023e-01 1.770319417119026184e-02
2.229790925979614258e+00 8.848599195480346680e-01 1.675270311534404755e-02
2.229809999465942383e+00 8.016153573989868164e-01 1.741436682641506195e-02
2.229828834533691406e+00 8.058152794837951660e-01 1.620771549642086029e-02
2.229847669601440430e+00 8.867259025573730469e-01 1.604864187538623810e-02
2.229866504669189453e+00 9.629217386245727539e-01 2.944225259125232697e-02
2.229885339736938477e+00 1.008533120155334473e+00 1.578844897449016571e-02
2.229904413223266602e+00 1.016163229942321777e+00 1.816544309258460999e-02
2.229923248291015625e+00 9.658042788505554199e-01 1.372359134256839752e-02
2.229942321777343750e+00 9.742082357406616211e-01 1.981898956000804901e-02
2.229961156845092773e+00 1.008474469184875488e+00 1.758406311273574829e-02
2.229979753494262695e+00 1.022057056427001953e+00 2.128833904862403870e-02
2.229998826980590820e+00 9.889446496963500977e-01 2.295787446200847626e-02
2.230017662048339844e+00 1.012708187103271484e+00 1.078297104686498642e-02
2.230036497116088867e+00 1.034414887428283691e+00 2.444547601044178009e-02
2.230055570602416992e+00 1.069610357284545898e+00 1.624934189021587372e-02
2.230074405670166016e+00 1.065632343292236328e+00 2.107128128409385681e-02
2.230093479156494141e+00 9.894445538520812988e-01 1.317213289439678192e-02
2.230112075805664062e+00 1.011094093322753906e+00 1.597915589809417725e-02
2.230130910873413086e+00 9.778438210487365723e-01 1.417219173163175583e-02
2.230149984359741211e+00 8.804447650909423828e-01 1.896842010319232941e-02
2.230168819427490234e+00 7.723267078399658203e-01 1.268713828176259995e-02
2.230187654495239258e+00 7.864161729812622070e-01 1.394835673272609711e-02
2.230206727981567383e+00 1.014315366744995117e+00 2.208252251148223877e-02
2.230225563049316406e+00 1.020172357559204102e+00 1.841620169579982758e-02
2.230244159698486328e+00 1.023112416267395020e+00 1.283032260835170746e-02
2.230263233184814453e+00 1.054376006126403809e+00 1.911859028041362762e-02
2.230282068252563477e+00 1.082808017730712891e+00 2.529021725058555603e-02
2.230300903320312500e+00 1.102877855300903320e+00 2.837671712040901184e-02
2.230319976806640625e+00 1.079929828643798828e+00 1.564675755798816681e-02
2.230338811874389648e+00 1.088570475578308105e+00 1.815142482519149780e-02
2.230357646942138672e+00 1.058726787567138672e+00 1.708349585533142090e-02
2.230376243591308594e+00 9.934746026992797852e-01 2.239838801324367523e-02
2.230395317077636719e+00 9.848269820213317871e-01 1.329601276665925980e-02
2.230414152145385742e+00 1.002709031105041504e+00 2.173662930727005005e-02
2.230432987213134766e+00 1.071537613868713379e+00 2.287366986274719238e-02
2.230452060699462891e+00 1.055499315261840820e+00 2.584133669734001160e-02
2.230470895767211914e+00 1.065358400344848633e+00 1.958801224827766418e-02
2.230489492416381836e+00 1.037955403327941895e+00 1.631346158683300018e-02
2.230508327484130859e+00 1.026039838790893555e+00 1.600099541246891022e-02
2.230527400970458984e+00 1.043703198432922363e+00 1.820136979222297668e-02
2.230546236038208008e+00 1.056779623031616211e+00 1.819792576134204865e-02
2.230565071105957031e+00 1.025799393653869629e+00 1.562389172613620758e-02
2.230583906173706055e+00 1.065966844558715820e+00 1.723733358085155487e-02
2.230602979660034180e+00 1.103672981262207031e+00 1.701176911592483521e-02
2.230621576309204102e+00 1.098055958747863770e+00 1.715498231351375580e-02
2.230640411376953125e+00 1.095718383789062500e+00 1.836972683668136597e-02
2.230659246444702148e+00 1.094079256057739258e+00 1.522057782858610153e-02
2.230678319931030273e+00 1.099195480346679688e+00 1.607625372707843781e-02
2.230697154998779297e+00 1.070653438568115234e+00 2.083217911422252655e-02
2.230715990066528320e+00 1.032771348953247070e+00 1.282726041972637177e-02
2.230734825134277344e+00 1.002168655395507812e+00 1.402713824063539505e-02
2.230753660202026367e+00 9.741667509078979492e-01 1.570427417755126953e-02
2.230772495269775391e+00 9.777311086654663086e-01 1.372924633324146271e-02
2.230791330337524414e+00 1.007794976234436035e+00 1.268040575087070465e-02
2.230810165405273438e+00 1.052719116210937500e+00 1.661951839923858643e-02
2.230829000473022461e+00 1.071198701858520508e+00 1.311969198286533356e-02
2.230848073959350586e+00 1.040063142776489258e+00 1.736337505280971527e-02
2.230866909027099609e+00 1.025461554527282715e+00 1.863600686192512512e-02
2.230885505676269531e+00 1.030790090560913086e+00 1.336784474551677704e-02
2.230904340744018555e+00 1.078621029853820801e+00 1.344243530184030533e-02
2.230923175811767578e+00 1.113366246223449707e+00 1.767055131494998932e-02
2.230942010879516602e+00 1.114285707473754883e+00 2.120836265385150909e-02
2.230961084365844727e+00 1.018266558647155762e+00 2.264159545302391052e-02
2.230979919433593750e+00 9.571890234947204590e-01 1.920820027589797974e-02
2.230998754501342773e+00 9.798000454902648926e-01 1.503763999789953232e-02
2.231017351150512695e+00 1.039589047431945801e+00 1.647473499178886414e-02
2.231036186218261719e+00 1.057134151458740234e+00 2.061685733497142792e-02
2.231055021286010742e+00 1.084736943244934082e+00 1.854901947081089020e-02
2.231074094772338867e+00 1.039626479148864746e+00 1.501173805445432663e-02
2.231092929840087891e+00 1.014335036277770996e+00 1.519497390836477280e-02
2.231111764907836914e+00 9.645285606384277344e-01 1.857586391270160675e-02
2.231130361557006836e+00 9.649206995964050293e-01 1.883589103817939758e-02
2.231149196624755859e+00 1.031971693038940430e+00 2.567012794315814972e-02
2.231168031692504883e+00 1.050738096237182617e+00 1.972282677888870239e-02
2.231186866760253906e+00 1.040756344795227051e+00 1.922847889363765717e-02
2.231205701828002930e+00 1.048777222633361816e+00 2.603805437684059143e-02
2.231224536895751953e+00 1.065796256065368652e+00 1.767140813171863556e-02
2.231243610382080078e+00 1.072888493537902832e+00 2.051345445215702057e-02
2.231262207031250000e+00 1.133731007575988770e+00 1.849594712257385254e-02
2.231281042098999023e+00 1.136684536933898926e+00 2.446748502552509308e-02
2.231299877166748047e+00 1.125386834144592285e+00 1.375190168619155884e-02
2.231318712234497070e+00 1.003363013267517090e+00 1.469449233263731003e-02
2.231337547302246094e+00 1.021561026573181152e+00 1.656176336109638214e-02
2.231356382369995117e+00 1.038019537925720215e+00 1.895510032773017883e-02
2.231375217437744141e+00 9.989542365074157715e-01 1.976723037660121918e-02
2.231393814086914062e+00 1.013684868812561035e+00 2.518786489963531494e-02
2.231412649154663086e+00 1.028906702995300293e+00 2.224635332822799683e-02
